"","PRJNA701395:dmso:0ug_mL:PA14","PRJNA701395:lomefloxacin:0.3ug_mL:PA14","PRJNA701395:novobiocin:213ug_mL:PA14"
"PA14_07210",0.155,9.9412,-1.2313
"PA14_07230",-1.0227,13.573,3.8897
"PA14_07240",7.3382,-3.7052,-16.4119
"PA14_07250",-0.3819,0.5557,2.3352
"PA14_07260",0.8619,4.7992,-12.6945
"PA14_07280",-0.0856,3.5786,-1.9568
"PA14_07290",0.3241,4.3157,5.2354
"PA14_07300",-4.5466,48.4394,40.0569
"PA14_07310",0.3306,1.0063,-3.321
"PA14_07330",0.0068,7.3169,1.334
"PA14_07340",-0.5467,8.5384,-5.7348
"PA14_07355",-0.0519,-0.7506,-5.6864
"PA14_07360",-2.0412,12.146,-4.9204
"PA14_07370",6.378,-3.3152,-42.0252
"PA14_07380",0.4399,1.0905,-1.4563
"PA14_07400",-4.9076,5.9854,-1.5624
"PA14_07410",0.4293,2.8762,1.1646
"PA14_07420",2.0175,3.4164,-12.3026
"PA14_07430",-0.0553,-22.5423,-12.4587
"PA14_07440",0.2844,-0.2673,-1.3658
"PA14_07450",-0.4608,1.3077,-3.1
"PA14_07460",-0.478,6.9664,-5.4823
"PA14_07480",-0.0998,6.6495,-4.0889
"PA14_07500",-0.2199,0.3297,-7.8059
"PA14_07520",1.6871,5.9786,23.4988
"PA14_07530",34.8421,353.0437,500
"PA14_07550",-0.1092,1.0063,4.7183
"PA14_07560",0.0239,0.435,1.3062
"PA14_07570",-0.2133,10.1998,6.908
"PA14_07580",0.0488,2.5044,4.1449
"PA14_07590",-0.0171,2.4031,-0.5335
"PA14_07600",-0.0596,1.2556,2.1268
"PA14_07620",-0.6405,6.7135,3.841
"PA14_07630",-0.1707,-0.4886,-3.5636
"PA14_07650",-0.2498,-1.8594,-4.868
"PA14_07660",-0.12,-1.5712,-4.8955
"PA14_07680",-1.3998,-4.624,-33.6789
"PA14_07690",0.3146,0.4251,2.1657
"PA14_07700",-0.4681,12.5635,17.613
"PA14_07710",0.2877,1.1455,0.6355
"PA14_07730",0.3445,17.8146,47.3229
"PA14_07740",-0.081,3.683,20.1418
"PA14_07760",-0.0249,7.8155,33.12
"PA14_07770",-0.2576,5.875,27.4305
"PA14_07780",0.3552,4.6417,12.391
"PA14_07790",0.0649,2.9875,5.6821
"PA14_07800",0.1699,3.2108,8.4681
"PA14_07810",0.9911,0.2444,-3.2654
"PA14_07820",0.2519,1.6724,4.2754
"PA14_07840",-1.4014,5.8122,13.4119
"PA14_07850",0.2385,-36.034,10.8079
"PA14_07860",-0.8595,3.293,29.7783
"PA14_07870",-5.8259,-64.09,68.0825
"PA14_07890",-0.3429,-4.7845,5.6383
"PA14_07900",-0.1669,-0.9128,1.1562
"PA14_07910",-3.1762,18.6445,26.5564
"PA14_07930",-0.9349,2.152,6.7228
"PA14_07940",-0.1887,0.8457,10.0706
"PA14_07950",-0.6189,42.8192,23.1295
"PA14_07960",-5.4089,254.7826,72.3549
"PA14_07970",-2.5645,124.1338,60.0929
"PA14_07980",-0.0042,31.9126,17.2255
"PA14_07990",-0.5908,46.7823,21.9114
"PA14_08000",-1.5759,218.1107,95.4129
"PA14_08010",-14.7362,500,418.5038
"PA14_08020",-0.0969,36.0911,19.0256
"PA14_08030",5.7527,500,337.5316
"PA14_08040",-13.0503,500,500
"PA14_08050",0.1784,27.8904,13.9411
"PA14_08060",-0.2862,52.4083,24.8761
"PA14_08070",0.2074,32.8412,18.3498
"PA14_08090",0.0583,31.4108,16.8736
"PA14_08100",-1.7179,125.0916,64.0934
"PA14_08110",-0.3409,221.9313,107.0612
"PA14_08120",1.047,78.4679,41.8814
"PA14_08130",-0.2876,42.0203,20.8903
"PA14_08140",-2.6669,464.6585,170.8984
"PA14_08150",0.3775,58.5327,27.9612
"PA14_08160",1.8966,91.0724,43.156
"PA14_08180",-0.2671,71.851,32.5672
"PA14_08190",-0.4484,67.707,30.1424
"PA14_08200",-1.3331,213.9589,105.8842
"PA14_08210",-0.017,21.9984,11.8032
"PA14_08220",-0.2681,36.8643,18.9808
"PA14_08230",-0.1179,18.8436,10.8231
"PA14_08240",-0.2286,19.2135,10.417
"PA14_08250",-0.0047,24.9762,11.7196
"PA14_08260",0.7469,78.6499,39.5274
"PA14_08270",-0.0728,15.9353,8.1683
"PA14_08280",-0.4072,67.582,33.8278
"PA14_08300",-0.0512,31.7442,17.127
"PA14_08310",-0.1085,19.2934,8.2705
"PA14_08320",-5.602,500,495.5653
"PA14_08330",0.0522,9.8533,3.8993
"PA14_08340",1.3091,103.4231,35.0435
"PA14_08350",-0.0682,8.7276,1.9044
"PA14_08360",0.3105,8.3068,1.3004
"PA14_08370",0.5315,7.2939,13.0861
"PA14_08380",0.447,4.7069,-2.5948
"PA14_08390",-0.4287,10.5728,15.3884
"PA14_08400",3.3392,10.557,24.9977
"PA14_08420",0.1538,-2.5452,-10.3223
"PA14_08430",1.0044,39.214,-10.3192
"PA14_08440",-0.2744,4.7921,1.8682
"PA14_08450",0.1108,2.1244,0.5697
"PA14_08460",0.1042,0.2494,0.9308
"PA14_08470",-0.0371,1.9385,1.4042
"PA14_08480",-0.0034,4.167,4.3664
"PA14_08490",0.7358,10.4401,19.4986
"PA14_08500",-1.7625,7.6921,13.3257
"PA14_08510",-0.0543,0.3092,0.499
"PA14_08520",-0.186,-2.7382,3.1337
"PA14_08540",0.1455,-3.05,2.1499
"PA14_08560",0.3405,7.6939,37.9792
"PA14_08620",-0.0043,2.3006,-7.286
"PA14_08630",-0.411,3.0879,-15.0806
"PA14_08640",22.2816,61.5224,-447.2104
"PA14_08680",-0.0227,0.9138,3.7598
"PA14_08695",0.7224,1.2628,7.1919
"PA14_08710",0.5913,-1.4407,3.3804
"PA14_08720",-0.3645,3.8094,16.7784
"PA14_08730",6.0705,30.4714,244.9834
"PA14_08740",-0.2545,1.7317,6.1012
"PA14_08750",3.4624,1.0255,24.487
"PA14_08760",-0.1032,-0.6882,8.6697
"PA14_08780",-0.6573,1.6418,15.2166
"PA14_08790",-7.2143,21.8046,113.9158
"PA14_08810",0.1027,-0.4665,14.0531
"PA14_08820",-0.618,3.3741,14.6848
"PA14_08830",-8.3928,36.2914,93.9579
"PA14_08840",-0.3158,3.2028,4.2348
"PA14_08850",-1.3123,16.9735,30.8701
"PA14_08860",0.3278,3.8362,8.1973
"PA14_08870",0.0472,2.2627,5.0748
"PA14_08880",-0.0848,2.0293,4.8147
"PA14_08890",-1.1684,19.0494,38.358
"PA14_08900",-1.6958,7.8054,14.5447
"PA14_08910",0.9625,5.4623,11.0686
"PA14_08920",-0.4565,8.6551,17.3064
"PA14_08930",0.498,6.9076,15.7484
"PA14_08940",-0.4003,2.213,4.9231
"PA14_08950",-0.2343,6.602,12.099
"PA14_08960",-8.2166,67.9688,126.2856
"PA14_08970",3.277,60.9204,148.1985
"PA14_08980",0.1016,0.4738,1.8402
"PA14_08990",-0.2513,2.2358,9.5797
"PA14_09000",0.189,3.9635,15.6434
"PA14_09010",-0.5703,3.3806,13.437
"PA14_09020",-0.9093,2.9245,8.9258
"PA14_09030",-0.016,-0.201,4.3507
"PA14_09040",0.8762,2.8492,20.3332
"PA14_09050",0.6138,2.4406,10.2213
"PA14_09070",0.3627,1.0652,4.5621
"PA14_09080",0.3471,3.5732,24.7101
"PA14_09090",-0.0216,0.9796,3.5057
"PA14_09100",0.2376,2.9975,9.8103
"PA14_09115",-1.8885,8.6703,36.1376
"PA14_09130",0.0955,0.1022,2.3151
"PA14_09150",0.0301,-0.5762,-4.3449
"PA14_09160",-0.3271,0.4455,-5.4507
"PA14_09180",-0.1598,2.4174,8.2471
"PA14_09195",0.08,6.462,-0.5707
"PA14_09200",2.1403,4.1264,3.1918
"PA14_09210",-0.8533,56.4495,56.1
"PA14_09220",-0.1494,5.4348,3.6182
"PA14_09230",8.3734,72.8556,53.4697
"PA14_09240",2.2942,12.2638,7.3188
"PA14_09260",-2.3389,16.9293,4.7993
"PA14_09270",2.0497,18.9915,21.7016
"PA14_09280",-0.1069,6.6425,9.435
"PA14_09290",-6.0162,102.333,131.7543
"PA14_09300",-1.285,12.1583,16.2538
"PA14_09320",-12.2301,82.6529,118.5578
"PA14_09340",4.3978,30.3536,37.2979
"PA14_09350",-0.1609,3.2679,3.1679
"PA14_09370",1.0812,12.7861,16.0817
"PA14_09380",-0.232,5.2187,7.4804
"PA14_09400",0.1041,2.6747,-8.6741
"PA14_09410",0.2143,-8.1802,-30.9391
"PA14_09420",-0.0315,-2.9344,-12.1015
"PA14_09440",-0.0509,-4.4207,-16.5606
"PA14_09450",-0.007,-4.7675,-16.1764
"PA14_09460",-2.1309,-26.0901,-109.8712
"PA14_09470",-0.2309,0.9967,-4.1483
"PA14_09480",-21.261,-177.0069,-500
"PA14_09490",4.8613,-9.4753,-105.3142
"PA14_09500",-70.4836,-256.5243,-500
"PA14_09520",-0.5272,-2.9531,-13.6206
"PA14_09530",-1.4908,-4.2559,-14.9949
"PA14_09540",0.4159,-2.3391,-3.6781
"PA14_09550",3.6171,18.5797,9.3545
"PA14_09570",-0.2245,-0.3262,-1.3329
"PA14_09580",0.2976,3.9349,4.7871
"PA14_09600",-0.1006,1.7845,-2.1439
"PA14_09610",-0.1444,0.126,0.6014
"PA14_09630",0.3059,-1.372,-0.1954
"PA14_09660",0.5786,-4.1786,-12.2404
"PA14_09680",-6.6688,41.0399,2.5038
"PA14_09690",-0.3715,1.467,-4.2864
"PA14_09700",-13.5129,7.7394,25.9969
"PA14_09710",-0.087,-1.648,-0.0623
"PA14_09730",1.4325,-17.9291,-16.5822
"PA14_09740",-1.5776,2.7437,5.0256
"PA14_09750",-0.828,-0.0248,4.6029
"PA14_09760",-0.2868,0.2822,4.4046
"PA14_09770",-3.246,20.862,28.6527
"PA14_09780",-1.54,-13.3547,-0.3784
"PA14_09790",-0.2615,1.5433,-0.3614
"PA14_09810",-7.9691,93.1758,61.7748
"PA14_09820",0.4966,2.5107,-4.5522
"PA14_09850",-0.0068,0.816,1.01
"PA14_09870",12.1189,-28.0117,-48.3686
"PA14_09880",0.0323,-0.5772,-5.4006
"PA14_09890",0.0201,-0.8468,-6.0972
"PA14_09900",1.1484,-24.0307,-52.548
"PA14_09910",0.2621,1.0288,0.391
"PA14_09920",-1.4863,1.2027,-7.3313
"PA14_09930",0.9354,-2.3455,-10.8455
"PA14_09940",-0.0537,-0.5302,-2.3808
"PA14_09950",1.667,-4.3375,-8.2843
"PA14_09960",-1.4398,-0.4542,0.5179
"PA14_09970",-0.5533,1.6661,0.1571
"PA14_09980",0.0383,1.8384,0.1249
"PA14_09990",0.1262,-0.4789,0.6018
"PA14_10010",0.7369,-11.8897,-14.1045
"PA14_10020",-1.3512,-1.0733,43.5973
"PA14_10040",-0.5075,1.9879,9.7685
"PA14_10050",-0.0736,3.8227,3.327
"PA14_10070",-8.4012,-7.8693,23.1566
"PA14_10080",0.0019,6.317,10.8282
"PA14_10090",0.0394,0.5854,-1.5064
"PA14_10110",0.4326,0.3683,-0.1956
"PA14_10120",0.44,1.8804,-7.6656
"PA14_10130",-0.0089,0.8552,-1.3311
"PA14_10140",0.1034,0.3923,-0.3241
"PA14_10160",-1.3444,1.1153,1.1723
"PA14_10170",-0.001,0.2288,-0.9599
"PA14_10180",-4.3396,20.8036,8.5952
"PA14_10190",1.0456,4.4585,10.5979
"PA14_10200",0.065,0.7366,-1.2815
"PA14_10210",0.0569,0.5235,0.5285
"PA14_10220",-0.4575,14.1652,5.1644
"PA14_10230",8.702,17.4711,-23.0191
"PA14_10240",-4.3678,14.915,11.6274
"PA14_10250",-3.4509,8.3272,4.9059
"PA14_10260",-0.6123,3.5306,0.0176
"PA14_10270",2.0475,8.8681,-0.6418
"PA14_10280",-0.994,0.3476,3.3058
"PA14_10290",-0.4563,0.1397,-1.4069
"PA14_10300",-0.7358,-0.7217,2.5714
"PA14_10320",0.5427,-2.9381,-7.5004
"PA14_10330",0.3941,-3.438,-6.8786
"PA14_10340",8.2933,-52.6619,-185.0025
"PA14_10350",-1.1168,-11.7513,-49.5251
"PA14_10360",-0.1734,-0.4735,-6.0637
"PA14_10370",0.2127,0.3265,-7.4988
"PA14_10380",-0.1625,0.5179,-6.2968
"PA14_10400",-0.6099,0.2895,-4.2728
"PA14_10410",0.336,0.5741,0.938
"PA14_10420",-0.1146,1.9601,3.311
"PA14_10440",0.761,2.3592,-1.7268
"PA14_10470",-0.4633,7.9394,12.3986
"PA14_10480",0.2745,-1.7439,-4.0598
"PA14_10490",0.0574,1.6022,-1.4342
"PA14_10500",0.1665,1.4335,0.1371
"PA14_10530",-0.3185,-0.8107,-0.6533
"PA14_10540",0.4773,0.8094,1.2178
"PA14_10550",0.1074,0.3626,-0.7812
"PA14_10560",-0.9993,-2.772,-7.9799
"PA14_10570",0.4562,-0.4579,-5.2475
"PA14_10590",16.8334,-34.1536,-14.1496
"PA14_10600",-1.3247,10.8217,-6.2146
"PA14_10610",0.0861,2.8426,1.388
"PA14_10620",-1.0878,2.1263,0.8903
"PA14_10630",-0.5718,2.5461,0.8744
"PA14_10640",-0.1827,1.5817,0.6425
"PA14_10650",-0.5413,0.9021,1.694
"PA14_10660",-0.1428,10.3801,7.0383
"PA14_10670",-0.0788,6.09,4.9292
"PA14_10680",-14.4631,-4.7667,-23.7617
"PA14_10700",-0.2149,-5.7081,-5.9379
"PA14_10710",0.0333,0.0504,-1.9123
"PA14_10730",-0.5347,9.4359,26.1869
"PA14_10740",-0.297,-0.7394,2.5458
"PA14_10750",0.2008,5.0328,16.2516
"PA14_10770",0.8668,-36.5565,-121.0929
"PA14_10780",0.2148,7.7332,-10.9794
"PA14_10790",0.2,2.5818,2.2068
"PA14_10800",-0.2755,3.6662,-0.7864
"PA14_10820",0.1471,-1.5427,-5.6419
"PA14_10830",-0.2408,5.0751,3.1853
"PA14_10840",0.175,6.968,2.0855
"PA14_10850",0.4857,2.2709,-20.0938
"PA14_10870",0.0551,-1.1763,-1.3678
"PA14_10890",-0.6375,-0.5862,1.541
"PA14_10900",-0.2105,-2.5033,-1.571
"PA14_10910",0.4383,1.8908,-0.4834
"PA14_10920",-0.0963,0.6615,-3.4727
"PA14_10940",-0.0274,-0.8754,-0.647
"PA14_10950",1.9761,-16.8403,8.771
"PA14_10960",-1.1204,-1.2078,-3.4299
"PA14_10970",1.3721,-1.1927,-1.6852
"PA14_10980",-0.0442,-0.028,-1.2828
"PA14_10990",-0.2079,1.1494,0.7909
"PA14_11000",-13.9624,54.2534,45.6178
"PA14_11010",0.5351,-1.5199,-1.0997
"PA14_11020",0.0799,-3.2593,-2.7032
"PA14_11030",0.6915,-1.7546,-1.0229
"PA14_11050",-0.22,1.8804,0.2183
"PA14_11060",1.2782,0.9466,-2.4063
"PA14_11070",0.0367,-0.4844,-0.6688
"PA14_11080",-0.7403,3.1742,-2.6806
"PA14_11090",15.8029,7.8105,-12.5061
"PA14_11100",0.0074,1.5811,-0.0787
"PA14_11110",-0.1402,1.3594,1.0696
"PA14_11120",9.0592,2.8524,-389.3432
"PA14_11130",-0.2262,-0.5538,-2.1433
"PA14_11140",-0.0948,-1.74,-2.7004
"PA14_11150",1.7242,-0.0051,-4.2702
"PA14_11160",0.1621,-1.6985,-2.4497
"PA14_11170",-0.1252,2.0654,-2.2418
"PA14_11180",3.9166,-6.1039,-1.2056
"PA14_11190",0.6672,-1.9462,0.6576
"PA14_11210",0.4178,1.4671,-0.6068
"PA14_11230",-1.3934,-3.6306,1.7947
"PA14_11240",0.3289,0.0276,-0.3335
"PA14_11250",0.3708,3.8328,-0.3769
"PA14_11260",-0.0249,0.5143,-0.0609
"PA14_11270",-0.2302,-0.4727,-1.4823
"PA14_11280",5.3589,-11.7088,-11.69
"PA14_11290",7.0069,-15.2262,-15.3333
"PA14_11310",38.0367,-77.4833,-78.4097
"PA14_11320",35.7168,-74.3616,-73.1181
"PA14_11330",0.894,-1.6938,-3.8719
"PA14_11340",1.4052,8.6629,8.3658
"PA14_11350",1.2947,-1.9389,5.1251
"PA14_11370",-2.2555,0.9974,5.5967
"PA14_11380",-0.0901,2.437,4.8049
"PA14_11400",0.933,9.9075,34.1049
"PA14_11410",7.1945,-25.6579,27.0311
"PA14_11420",-1.1728,-3.7371,10.41
"PA14_11430",-0.0213,1.4986,7.0494
"PA14_11450",0.0164,1.4992,8.9225
"PA14_11460",0.4985,2.6291,24.1268
"PA14_11470",0.1237,-0.3803,0.6008
"PA14_11480",0.6165,-1.0862,-1.9198
"PA14_11490",-0.1662,2.4925,18.0007
"PA14_11510",-0.3949,19.9901,54.5539
"PA14_11520",0.9475,10.8004,44.2196
"PA14_11530",-0.043,4.1549,14.0196
"PA14_11550",8.9213,107.0049,308.0952
"PA14_11560",0.3946,4.702,-36.6444
"PA14_11570",0.0529,1.0139,-3.1374
"PA14_11580",-0.2161,-6.4626,-42.6136
"PA14_11590",-0.012,1.4585,-0.655
"PA14_11600",0.3778,0.2108,-1.9265
"PA14_11610",0.1404,-0.7312,0.7225
"PA14_11620",0.0914,0.0857,-1.0794
"PA14_11630",0.1279,-2.0694,-1.9918
"PA14_11650",0.3462,-2.7327,-6.2238
"PA14_11660",0.7384,7.787,8.1085
"PA14_11670",-1.0128,21.9954,18.3637
"PA14_11680",-1.8471,10.823,11.8533
"PA14_11690",-0.2437,-1.146,5.4641
"PA14_11700",1.4844,10.5656,33.9842
"PA14_11720",0.1324,0.83,3.5225
"PA14_11730",0.2698,6.8342,-0.0323
"PA14_11740",-0.1229,-3.6339,3.763
"PA14_11750",0.1303,-1.6247,2.1911
"PA14_11760",-0.3095,-4.0079,-0.9081
"PA14_11770",-0.7151,-11.6131,-4.3115
"PA14_11790",-0.026,-4.3884,0.1126
"PA14_11810",-3.9718,-14.1173,0.2976
"PA14_11830",-0.3554,-1.891,5.3038
"PA14_11845",0.1215,4.4178,8.3146
"PA14_11860",0.195,1.8143,4.3567
"PA14_11880",-1.6435,15.1321,23.0777
"PA14_11890",-0.1602,-1.179,-4.7792
"PA14_11900",-2.0721,8.1294,-1.4145
"PA14_11910",-0.0859,-1.6564,-2.7552
"PA14_11920",3.5757,43.5846,48.0868
"PA14_11930",-0.0239,7.8749,9.9768
"PA14_11940",0.2393,9.8839,9.5345
"PA14_11960",-0.355,1.3971,5.6459
"PA14_11970",0.0327,1.9589,3.1833
"PA14_11980",0.2716,1.299,1.6986
"PA14_11990",0.1939,6.6615,9.4282
"PA14_12010",0.437,4.995,27.6892
"PA14_12020",-0.0383,1.5966,7.9255
"PA14_12030",0.1072,2.4015,17.0686
"PA14_12050",0.1053,0.2324,4.0234
"PA14_12060",-0.2773,4.085,18.1381
"PA14_12070",0.1312,2.5562,4.8062
"PA14_12080",0.0213,2.3275,2.5849
"PA14_12090",-0.2882,8.8607,16.8721
"PA14_12100",0.1421,0.4845,6.602
"PA14_12110",-0.0935,-0.0471,3.3048
"PA14_12120",-0.2755,2.0264,7.465
"PA14_12130",0.4729,1.8551,22.3049
"PA14_12140",-0.3109,-0.7747,-15.0579
"PA14_12150",-0.2085,11.0509,-6.2691
"PA14_12160",0.2792,3.1982,-21.184
"PA14_12170",0.6043,0.9828,-1.3945
"PA14_12180",0.021,2.1756,-0.1043
"PA14_12200",-0.126,1.5754,7.4334
"PA14_12210",-0.0461,2.7388,10.2274
"PA14_12230",2.5907,41.1312,72.4122
"PA14_12260",-0.2397,1.5059,-7.1637
"PA14_12270",-6.3694,41.9571,-86.6272
"PA14_12280",-0.0315,0.9814,0.5127
"PA14_12300",0.4499,4.0442,11.8663
"PA14_12310",-0.0864,3.1991,7.3064
"PA14_12330",-0.0427,4.388,11.9079
"PA14_12350",7.1686,38.4215,176.8064
"PA14_12360",0.0543,1.5757,4.0488
"PA14_12370",-0.1527,2.5488,4.9423
"PA14_12390",-0.0276,1.0955,9.7952
"PA14_12400",24.7435,96.0809,309.2587
"PA14_12410",0.0335,5.6661,12.8326
"PA14_12440",-0.286,0.9512,-0.1583
"PA14_12450",0.9741,0.2805,5.4739
"PA14_12470",0.872,-1.3622,1.2582
"PA14_12490",3.2697,10.9327,15.9606
"PA14_12530",0.9479,1.3977,-14.6025
"PA14_12540",0.4823,4.1717,-11.3706
"PA14_12550",0.2779,1.6903,15.0977
"PA14_12560",2.0274,40.5742,77.458
"PA14_12570",-0.7029,1.1456,7.0219
"PA14_12590",10.3704,1.3436,11.2892
"PA14_12610",0.0291,0.624,0.2783
"PA14_12620",5.5205,-2.4888,-7.3932
"PA14_12630",-1.4138,17.651,28.8566
"PA14_12640",-23.0426,-364.8574,-236.1034
"PA14_12650",-0.2347,-0.0997,-0.7287
"PA14_12670",-0.4404,1.9617,-2.9699
"PA14_12680",-0.9355,0.9937,-34.2488
"PA14_12690",0.0431,-4.5539,-4.7237
"PA14_12700",0.3906,-0.3764,2.8989
"PA14_12710",-4.0319,-11.2079,9.2205
"PA14_12730",-0.0253,0.666,-0.2778
"PA14_12740",0.3164,10.5339,5.6232
"PA14_12750",-0.1097,68.6679,71.3639
"PA14_12760",1.4845,8.6465,24.8385
"PA14_12770",-1.3878,10.3718,15.8223
"PA14_12780",10.7559,40.4654,308.5167
"PA14_12810",-0.5762,4.0898,-3.5092
"PA14_12820",-0.0397,0.5903,0.6893
"PA14_12840",-0.6862,-0.0296,-6.5365
"PA14_12850",-7.4802,202.2238,351.0713
"PA14_12860",0.6734,0.766,2.5095
"PA14_12870",0.366,4.3027,9.3934
"PA14_12890",-0.0963,-0.0177,1.072
"PA14_12900",0.0924,1.9918,4.3208
"PA14_12910",-1.7889,23.8635,11.5604
"PA14_12920",-0.1992,6.9551,4.1294
"PA14_12940",3.9779,21.9202,-0.5528
"PA14_12960",2.5089,7.6362,-0.7164
"PA14_12970",-0.4133,3.582,1.2465
"PA14_12980",-1.3286,26.4253,-15.727
"PA14_12990",0.646,1.1999,-1.1802
"PA14_13000",-1.2389,7.9715,8.7288
"PA14_13010",-0.7015,7.3406,11.5611
"PA14_13030",-0.1687,2.6824,-6.7338
"PA14_13040",-0.4169,4.4798,-7.4235
"PA14_13050",-0.2483,1.2949,-1.4225
"PA14_13060",0.1523,-0.6359,-11.9924
"PA14_13070",-0.0467,1.7388,-1.4448
"PA14_13090",-2.5342,-8.6303,74.4382
"PA14_13110",-0.053,-3.3856,-9.3914
"PA14_13130",0.7524,-21.481,-29.8361
"PA14_13140",-0.3164,-7.5445,-5.0113
"PA14_13150",0.1215,-2.5585,-7.9224
"PA14_13170",-165.8391,147.3491,295.0261
"PA14_13190",-0.285,3.639,-23.4931
"PA14_13200",0.6531,-10.972,-61.8461
"PA14_13210",0.0247,-1.9989,-6.0952
"PA14_13220",-40.4255,-229.4808,-434.9727
"PA14_13230",0.7102,-2.8473,10.0247
"PA14_13240",-1.3369,0.7656,7.8932
"PA14_13250",-0.5,1.3668,6.9802
"PA14_13260",0.08,-0.4664,1.295
"PA14_13280",-0.1127,1.9332,-0.9442
"PA14_13290",-0.0305,-0.2267,-0.7029
"PA14_13300",0.0452,-0.4827,-1.8544
"PA14_13320",2.1973,-3.7587,-18.2443
"PA14_13330",7.3189,-11.462,-103.8485
"PA14_13340",-0.003,-1.6572,-5.4657
"PA14_13350",-0.625,16.4752,4.0834
"PA14_13360",0.0639,7.4096,0.9267
"PA14_13370",0.1713,4.5803,-0.3059
"PA14_13380",-5.6764,118.7625,-2.5234
"PA14_13390",-0.5573,0.5402,-7.4064
"PA14_13410",6.2737,42.3135,220.7306
"PA14_13420",-0.4069,4.3939,0.928
"PA14_13430",-0.2506,1.5639,1.832
"PA14_13450",-1.3095,3.8261,3.8265
"PA14_13460",-1.0391,4.0518,6.5823
"PA14_13470",-0.2159,-0.4585,2.9678
"PA14_13490",-0.1146,-3.9532,-2.3504
"PA14_13500",0.2005,-2.1519,-2.6822
"PA14_13510",0.0181,2.0745,-0.7914
"PA14_13520",-0.1971,-1.2537,-1.7763
"PA14_13530",0.3944,-12.269,-17.5265
"PA14_13560",-0.2808,-0.544,-1.0955
"PA14_13580",0.28,-0.6576,-0.7348
"PA14_13590",2.6251,-2.412,-5.8209
"PA14_13600",0.1714,0.0189,-0.4985
"PA14_13610",1.6016,1.8292,1.4305
"PA14_13620",-0.0922,1.5163,2.5104
"PA14_13630",1.7129,-8.1169,-7.7176
"PA14_13650",2.6206,0.3408,-1.9006
"PA14_13660",-0.2389,-0.3666,-1.1378
"PA14_13670",-8.3602,-29.355,-25.7842
"PA14_13680",0.2673,-3.2293,-3.0568
"PA14_13690",7.6302,-57.9258,-89.7288
"PA14_13710",0.7134,-4.7479,-4.1618
"PA14_13720",-1.2249,-0.8401,0.0956
"PA14_13730",-0.5129,-0.0598,-0.0798
"PA14_13740",-0.0433,-0.1765,0.0795
"PA14_13750",-0.1567,1.1638,6e-04
"PA14_13770",0.0243,0.547,-0.3742
"PA14_13780",-0.7514,1.7528,-6.4581
"PA14_13800",0.1742,1.0461,-1.8538
"PA14_13810",0.0454,-1.2523,-0.7499
"PA14_13830",-0.0575,-0.5744,1.6207
"PA14_13840",-1.9403,2.0681,-2.1424
"PA14_13850",-1.0674,1.6791,0.4469
"PA14_13860",-0.5484,1.5782,1.4827
"PA14_13870",-3.3486,2.7547,-2.6551
"PA14_13880",-1.3751,0.5684,-9.6603
"PA14_13890",-0.1011,-2.1045,-1.4426
"PA14_13920",-0.5207,11.0807,2.1927
"PA14_13940",0.416,80.3902,22.5848
"PA14_13950",0.4673,22.6802,10.3811
"PA14_13960",-17.2329,34.5763,-25.488
"PA14_13970",21.7778,-66.0856,-161.4302
"PA14_13990",0.6436,105.7813,53.2573
"PA14_14000",0.3316,-0.5714,-0.5991
"PA14_14010",0.2203,-1.1924,1.3147
"PA14_14020",-0.0883,1.5863,-0.2717
"PA14_14040",0.552,7.2582,-5.2414
"PA14_14060",0.0319,3.6511,2.6762
"PA14_14080",-0.2075,0.3544,-0.1013
"PA14_14100",-5.2163,-12.7472,-321.6937
"PA14_14110",-7.0879,10.9496,-15.295
"PA14_14130",-4.916,21.6121,-12.1778
"PA14_14140",-0.4532,-4.1589,-24.4888
"PA14_14150",0.2069,0.7303,-4.3836
"PA14_14160",1.1575,1.324,-3.4959
"PA14_14170",0.1985,0.8684,-2.69
"PA14_14200",0.1865,-3.8719,-6.7974
"PA14_14210",2.5517,60.5617,4.4942
"PA14_14220",2.3244,-10.6047,59.0445
"PA14_14230",0.6348,-5.0028,-39.6772
"PA14_14250",-0.2971,-10.0299,-25.3005
"PA14_14270",5.3588,-6.5739,-205.426
"PA14_14280",-0.1254,1.3507,-0.6549
"PA14_14290",2.1086,4.9864,4.1735
"PA14_14300",-0.0829,1.0601,-0.919
"PA14_14310",0.1184,0.5534,-0.9959
"PA14_14320",-0.1273,-0.5235,-5.4997
"PA14_14330",0.5041,-2.4024,31.9983
"PA14_14340",-0.7682,0.3116,-0.3823
"PA14_14360",-0.0679,-0.5191,-0.2864
"PA14_14370",0.6123,-14.8669,5.5541
"PA14_14380",-1.627,-5.7142,9.3122
"PA14_14390",-0.4721,-104.3204,-15.3604
"PA14_14400",-0.0015,1.3932,-1.3379
"PA14_14420",-1.0829,3.2493,-3.0112
"PA14_14430",-1.529,4.5419,0.6798
"PA14_14440",0.6655,-4.8012,25.192
"PA14_14450",-0.0108,-2.0371,1.6596
"PA14_14460",0.2248,-1.5787,44.9056
"PA14_14470",-0.8252,5.3372,13.6365
"PA14_14480",-2.4284,8.5129,30.7117
"PA14_14490",-0.0553,0.1155,2.5644
"PA14_14500",0.0238,3.098,12.783
"PA14_14510",0.1508,2.6996,17.0443
"PA14_14520",-0.0316,0.8162,5.2131
"PA14_14530",0.7897,-4.4731,-3.8169
"PA14_14540",-0.7145,66.269,30.5508
"PA14_14550",0.17,90.2079,50.7989
