"","PRJNA701395:dmso:0ug_mL:PA14","PRJNA701395:lomefloxacin:0.3ug_mL:PA14","PRJNA701395:novobiocin:213ug_mL:PA14"
"PA14_61960",0.4004,0.9279,-3.2259
"PA14_61980",-1.7141,6.2587,8.2325
"PA14_61990",0.272,6.1911,-0.7503
"PA14_62000",0.0521,0.7697,0.9268
"PA14_62010",-1.0342,3.2782,6.8018
"PA14_62020",0.3945,0.1923,-5.2856
"PA14_62030",-2.0749,3.1224,-4.4067
"PA14_62040",11.8159,53.6196,-107.519
"PA14_62100",-2.7458,30.2205,6.5604
"PA14_62110",0.0478,1.1334,2.9628
"PA14_62120",-0.0214,7.684,23.3981
"PA14_62130",0.0449,-0.5583,10.8731
"PA14_62150",2.8072,-1.6063,47.8684
"PA14_62160",-4.2255,10.9611,73.0398
"PA14_62170",-1.4518,2.9069,9.4171
"PA14_62180",0.0469,0.3237,3.3663
"PA14_62190",0.1562,1.6629,6.771
"PA14_62200",-0.3881,37.2207,127.7084
"PA14_62230",-2.078,3.6964,41.6654
"PA14_62240",0.3401,-4.5006,-2.9309
"PA14_62250",-2.2786,-9.1431,-29.5033
"PA14_62260",1.2091,-15.9017,-17.2052
"PA14_62270",-0.3799,1.3807,2.607
"PA14_62280",-0.5645,2.2823,2.597
"PA14_62290",-1.5404,7.4857,6.9281
"PA14_62300",-1.0705,3.9127,3.8495
"PA14_62330",-0.5804,2.3096,2.4005
"PA14_62350",-0.9303,3.1726,6.1769
"PA14_62360",1.5573,13.8902,34.2815
"PA14_62370",-1.6303,34.2536,61.036
"PA14_62380",0.4441,4.194,0.3472
"PA14_62390",0.2703,14.6721,18.7426
"PA14_62400",-0.3211,2.8638,12.586
"PA14_62410",7.6032,61.5703,25.0368
"PA14_62420",-3.168,15.4403,-9.0351
"PA14_62430",-29.1094,234.7054,368.0975
"PA14_62440",-0.1617,1.1682,12.1069
"PA14_62450",1.2131,3.1181,74.8645
"PA14_62470",0.0707,2.1897,8.0906
"PA14_62480",-4.7198,39.0685,67.9912
"PA14_62490",-0.2724,0.1298,3.4746
"PA14_62510",0.4751,1.5884,5.2358
"PA14_62520",-0.8657,2.3241,1.8716
"PA14_62530",0.7327,1.0518,-3.7868
"PA14_62540",0.101,2.1093,0.6364
"PA14_62560",0.657,46.4992,45.3921
"PA14_62570",-6.5341,119.842,140.228
"PA14_62580",-0.1278,3.9199,-0.0798
"PA14_62590",-0.4319,1.3924,-0.4432
"PA14_62600",-7.7201,-3.8411,9.0709
"PA14_62620",-0.1229,5.2809,-5.3013
"PA14_62630",0.2628,-1.0122,-11.9521
"PA14_62640",3.8797,0.368,-111.8936
"PA14_62650",-2.0278,12.8966,-86.9935
"PA14_62660",9.7282,7.8295,-237.7999
"PA14_62670",-0.2529,0.6597,-6.006
"PA14_62680",-0.7816,-0.4823,-2.0889
"PA14_62690",9.6062,-11.3622,-27.9533
"PA14_62710",0.611,3.9566,15.7101
"PA14_62720",0.4639,6.6241,10.0489
"PA14_62730",-0.4117,8.5557,6.3779
"PA14_62740",-0.0503,-1.0028,6.0126
"PA14_62760",0.7114,-3.148,7.8941
"PA14_62770",-4.0795,-28.3467,125.8316
"PA14_62780",-0.4886,-0.2425,4.5124
"PA14_62810",0.3506,0.4208,1.9281
"PA14_62830",-2.4701,19.0033,37.4146
"PA14_62840",-0.4838,9.0441,13.2322
"PA14_62850",0.1422,6.2839,6.3751
"PA14_62860",0.4752,11.676,9.6246
"PA14_62870",-0.4762,28.1797,1.3416
"PA14_62880",2.1816,12.6488,84.2239
"PA14_62890",-0.2644,4.2391,7.8115
"PA14_62900",-0.0949,4.5957,8.6452
"PA14_62910",-0.145,1.34,5.0631
"PA14_62920",0.0495,0.1479,3.5282
"PA14_62930",17.8832,8.9329,152.1984
"PA14_62940",0.0782,8.4175,9.4354
"PA14_62960",0.124,5.7545,6.097
"PA14_62970",-0.3878,12.493,10.7743
"PA14_62990",-0.0047,8.2663,6.5671
"PA14_63010",0.6168,500,337.106
"PA14_63020",-0.7487,-3.2832,9.5709
"PA14_63030",-9.9222,8.9705,155.1868
"PA14_63040",0.3703,0.7827,4.408
"PA14_63050",-0.2763,2.9463,11.4813
"PA14_63060",-0.2784,1.1372,5.5154
"PA14_63070",0.1142,1.8791,7.6768
"PA14_63080",0.3896,0.9311,2.6462
"PA14_63090",-1.8093,5.3267,19.4296
"PA14_63100",-0.1215,0.6734,2.2297
"PA14_63110",-0.4787,0.1954,-3.5261
"PA14_63120",0.0793,-1.3989,-3.1967
"PA14_63130",0.4625,-2.8571,-4.8274
"PA14_63150",1.3611,-7.3837,-9.596
"PA14_63160",0.1312,-2.5993,-3.055
"PA14_63170",-0.5097,-4.7537,-3.1309
"PA14_63190",-0.5132,6.7728,8.8424
"PA14_63200",-0.1446,2.7617,1.3753
"PA14_63210",-0.1666,-6.0875,-14.3538
"PA14_63220",-3.4124,5.1282,18.4951
"PA14_63230",4.7574,45.9816,142.3195
"PA14_63240",-3.3384,-2.3144,-1.0366
"PA14_63250",1.9788,0.9354,-6.8946
"PA14_63270",-0.0053,-0.8985,-2.1527
"PA14_63280",5.8858,7.4173,-55.5171
"PA14_63290",-0.7049,0.4861,-2.2462
"PA14_63300",-1.5822,4.6643,1.87
"PA14_63310",0.3308,2.266,-1.1027
"PA14_63320",0.4327,0.4732,4.6344
"PA14_63330",-0.7386,-5.5763,6.1846
"PA14_63340",-0.3443,-4.0287,-5.3207
"PA14_63350",-0.595,-17.0403,-18.5415
"PA14_63360",-0.7226,0.2985,-1.9913
"PA14_63370",-1.0486,-11.5956,-16.9723
"PA14_63380",-0.4026,-0.917,1.9263
"PA14_63390",-0.1694,5.8252,11.4877
"PA14_63410",-2e-04,7.173,11.8324
"PA14_63420",-1.1769,4.144,4.3125
"PA14_63430",-0.177,6.1121,8.5694
"PA14_63440",0.2485,-0.0782,-0.7731
"PA14_63450",0.6115,-5.4498,-5.0908
"PA14_63470",-0.1064,-0.8893,-1.2784
"PA14_63480",0.1263,0.5378,-4.6448
"PA14_63500",-0.7851,-5.7559,-4.2542
"PA14_63520",-1.8236,2.0914,1.1245
"PA14_63530",-0.0071,0.0805,2.6385
"PA14_63540",0.5325,-0.9155,-1.0915
"PA14_63550",-0.1569,0.2049,2.3986
"PA14_63570",-0.8049,-4.0063,-3.2505
"PA14_63580",-0.006,0.8021,0.2503
"PA14_63605",0.2203,0.3614,-4.7995
"PA14_63620",-0.6344,-2.9517,-2.4876
"PA14_63640",-0.2075,0.5044,-0.0274
"PA14_63650",-1.0745,8.1457,22.6113
"PA14_63660",-0.0388,-0.1586,0.2205
"PA14_63680",0.28,-2.7756,4.0849
"PA14_63700",-0.2384,2.2209,1.3057
"PA14_63710",-4.9854,-5.0278,-11.7027
"PA14_63720",0.834,-0.3717,-0.9152
"PA14_63730",-0.0975,0.0793,5.1707
"PA14_63740",0.4586,-2.0269,-2.1922
"PA14_63750",1.8103,7.1447,10.7472
"PA14_63770",0.4846,-0.1788,-0.1885
"PA14_63780",-0.4129,1.3697,2.0954
"PA14_63800",-0.533,1.3544,6.2795
"PA14_63820",7.6168,-3.5373,32.0811
"PA14_63830",0.6248,-3.6411,-6.4861
"PA14_63840",-0.3284,-9.6437,-11.9794
"PA14_63850",-0.034,-2.4765,-5.1913
"PA14_63860",0.2608,4.7111,-0.4876
"PA14_63880",-2.3529,5.9796,4.0204
"PA14_63890",1.2292,-2.6113,-5.954
"PA14_63900",0.5807,9.2275,3.5408
"PA14_63910",10.0504,-20.9608,-23.1104
"PA14_63920",3.3003,-6.9926,-8.2147
"PA14_63940",5.8937,-12.6024,-14.153
"PA14_63960",17.4484,-36.4342,-38.5965
"PA14_63970",3.4776,-7.0439,-7.8619
"PA14_63990",0.163,0.3224,10.6499
"PA14_64000",0.1802,-0.1812,8.5137
"PA14_64010",1.6305,13.0134,25.4022
"PA14_64030",-0.0691,23.484,30.9791
"PA14_64050",0.1688,4.899,7.6852
"PA14_64060",-0.4949,16.6062,35.1479
"PA14_64080",-0.1071,0.7712,4.2166
"PA14_64090",4.2456,-13.4005,24.3832
"PA14_64100",1.6409,-7.3604,11.8781
"PA14_64110",-0.5365,-5.4657,12.284
"PA14_64120",0.639,3.7022,6.7061
"PA14_64140",1.2013,2.7682,20.6855
"PA14_64170",0.3751,17.4801,42.64
"PA14_64180",-0.1792,7.5686,35.9466
"PA14_64190",-0.2453,4.4371,27.1336
"PA14_64200",2.4914,8.3705,69.0677
"PA14_64220",-5.4703,13.3426,143.3943
"PA14_64230",0.2909,2.5693,11.9641
"PA14_64240",0.0204,-0.5403,-3.6322
"PA14_64260",2.8396,-1.0362,2.5308
"PA14_64270",-1.015,10.3056,9.3305
"PA14_64280",1.1095,-2.7005,3.3184
"PA14_64290",-11.5108,29.8717,40.7123
"PA14_64300",0.5076,-0.0665,-0.4041
"PA14_64310",-0.0844,0.8028,-0.6662
"PA14_64320",0.0891,-0.6357,-6.2515
"PA14_64335",4.8905,-23.3603,-41.8985
"PA14_64350",0.101,-2.7433,-4.2557
"PA14_64360",0.5869,-6.7328,-9.4966
"PA14_64370",-0.1102,-1.3775,-2.5283
"PA14_64390",-1.7962,-9.3807,-8.9672
"PA14_64400",0.4742,2.2331,-2.0014
"PA14_64410",0.686,11.7786,-3.6244
"PA14_64420",0.2045,0.7943,-2.4831
"PA14_64430",-0.1113,5.5563,1.022
"PA14_64440",-0.261,0.3285,-15.7752
"PA14_64450",-1.9534,20.0399,-5.0862
"PA14_64460",-0.3158,-6.6385,-27.1303
"PA14_64470",0.2385,-6.2309,-8.6102
"PA14_64480",0.6785,-2.1814,-5.9521
"PA14_64490",-0.1486,3.7004,-6.9691
"PA14_64500",-13.8008,17.8522,0.1603
"PA14_64510",-3.5621,26.7303,-0.9621
"PA14_64520",1.3635,0.2196,-3.5044
"PA14_64530",0.118,2.9732,5.888
"PA14_64540",2.2247,-2.2688,-7.9172
"PA14_64550",0.1613,-1.0959,-2.1224
"PA14_64560",0.3274,-1.7241,-2.2788
"PA14_64570",-0.0232,0.4322,-0.4526
"PA14_64580",0.4736,0.4075,-0.7041
"PA14_64590",11.8943,6.9314,416.2744
"PA14_64610",0.5347,-6.6206,2.2506
"PA14_64620",0.5575,-9.4963,4.342
"PA14_64640",0.5732,-7.7949,1.5497
"PA14_64650",-0.1316,9.1036,6.5024
"PA14_64660",-0.0862,-1.307,2.0464
"PA14_64670",0.341,-7.0378,5.8709
"PA14_64680",1.5441,-7.2433,5.2745
"PA14_64690",-1.1953,2.8081,2.7115
"PA14_64700",1.4731,2.91,-0.2443
"PA14_64710",1.7856,1.5028,-8.4338
"PA14_64720",0.12,1.2489,-2.6009
"PA14_64740",-0.0148,0.675,1.0213
"PA14_64750",-1.3325,8.5104,-1.681
"PA14_64770",0.303,-0.3979,-0.7729
"PA14_64780",1.6593,-5.8914,-11.5056
"PA14_64790",0.5246,0.8333,-2.4162
"PA14_64800",0.8413,-1.5706,-5.2725
"PA14_64810",0.0735,-3.2957,-6.8245
"PA14_64820",-0.2711,2.9037,3.1435
"PA14_64840",0.3404,2.3592,13.7039
"PA14_64850",-67.4523,-225.7516,-239.65
"PA14_64860",0.0186,-23.6169,-22.348
"PA14_64870",-0.0819,-1.5644,-1.3065
"PA14_64880",-2.6748,-11.1308,-9.2661
"PA14_64890",0.1717,-3.7807,-4.6169
"PA14_64900",0.9901,-11.8479,-21.5537
"PA14_64910",-1.4555,1.6014,-7.7535
"PA14_64920",0.2108,-56.0229,-170.1233
"PA14_64930",-0.256,1.135,-8.1913
"PA14_64940",-0.2924,-0.5671,-2.5482
"PA14_64950",-4.7906,96.7565,132.0597
"PA14_64960",0.4408,23.0946,24.1364
"PA14_64980",0.1857,7.29,8.4797
"PA14_64990",0.0345,2.2558,6.5018
"PA14_65000",1.1473,-5.6789,-6.2743
"PA14_65010",-1.4996,9.3558,1.7752
"PA14_65030",0.3369,2.8898,-3.5865
"PA14_65040",0.3919,-7.3333,-35.9909
"PA14_65050",0.0926,-1.2577,-10.5027
"PA14_65060",-0.1057,5.5197,-4.0434
"PA14_65080",-2.3984,-0.0212,-10.7577
"PA14_65090",-0.3283,-7.9758,-59.4653
"PA14_65110",-0.2606,4.832,-0.5673
"PA14_65130",-0.1312,1.7694,-1.4113
"PA14_65150",-0.0127,0.5797,1.2897
"PA14_65160",-0.2712,3.0884,0.6674
"PA14_65170",-3.3972,16.1421,18.2248
"PA14_65180",-0.0278,17.1706,25.8438
"PA14_65190",1.8427,2.0669,3.0788
"PA14_65200",-0.132,23.3227,-47.8965
"PA14_65230",-0.741,-3.3784,16.4457
"PA14_65250",-8.9578,2.8212,78.4874
"PA14_65260",1.9424,-2.7475,10.0423
"PA14_65270",0.0436,4.9357,12.0228
"PA14_65280",-73.4817,500,500
"PA14_65300",5.0967,89.2526,94.2212
"PA14_65310",0.3475,79.2116,87.9759
"PA14_65320",-0.2844,6.1313,12.5809
"PA14_65350",0.1881,4.451,13.9481
"PA14_65370",0.2311,14.6712,31.2666
"PA14_65380",-0.5837,4.2825,7.6947
"PA14_65390",0.1329,5.1302,7.9282
"PA14_65400",0.1519,5.6133,11.5517
"PA14_65410",3.357,3.8338,37.9861
"PA14_65420",0.154,2.3847,4.4809
"PA14_65430",0.4438,-0.5279,2.4334
"PA14_65450",-1.2941,4.791,9.6325
"PA14_65470",-0.0869,-2.2287,1.8452
"PA14_65480",-0.663,5.5586,22.0772
"PA14_65500",0.8047,-2.023,21.8427
"PA14_65520",-1.5935,-2.5891,6.0505
"PA14_65540",-0.2566,-0.0908,11.1682
"PA14_65560",-0.0391,8.3544,17.5354
"PA14_65570",0.9829,1.7018,23.492
"PA14_65580",0.2781,1.6637,3.0994
"PA14_65590",-1.3391,6.1188,-8.0596
"PA14_65605",0.0297,-0.3963,-0.1364
"PA14_65630",-2.7826,-4.2455,-3.3005
"PA14_65640",0.0382,-1.2037,-1.0331
"PA14_65660",-0.0803,-0.2819,-0.7805
"PA14_65670",0.2113,-0.2453,-0.5522
"PA14_65690",-0.7154,-2.105,20.0841
"PA14_65700",0.5715,9.8776,21.9401
"PA14_65710",17.0545,432.9366,500
"PA14_65720",0.3988,3.517,3.0153
"PA14_65740",0.0034,-2.6737,11.3211
"PA14_65750",-8.6748,26.5292,110.8772
"PA14_65760",0.6909,0.0362,-8.3038
"PA14_65770",0.7408,-14.4598,-11.4934
"PA14_65795",-0.0199,-2.1572,-3.0513
"PA14_65810",11.1616,-34.5312,-64.2314
"PA14_65820",-0.3528,-0.8479,-1.3826
"PA14_65840",-0.2808,-1.1378,-1.9371
"PA14_65850",0.5915,-0.2576,-4.9233
"PA14_65860",-0.4456,-0.9507,-5.148
"PA14_65870",-0.7532,-6.7945,-8.3057
"PA14_65880",0.0435,1.426,-2.7518
"PA14_65900",-0.2587,4.2824,-0.9744
"PA14_65920",0.91,0.4296,-9.24
"PA14_65940",2.4935,-2.3348,-6.1145
"PA14_65950",-0.0691,-6.587,-14.7679
"PA14_65960",-0.1535,2.4805,-2.2229
"PA14_65970",0.2349,4.4987,2.5924
"PA14_65990",0.0097,0.0763,-0.0818
"PA14_66000",-0.4494,3.5837,5.5348
"PA14_66010",0.6203,1.5544,4.2794
"PA14_66020",-1.0495,6.1087,-3.1238
"PA14_66040",0.389,6.9895,3.2664
"PA14_66050",3.9447,-3.8637,72.7507
"PA14_66060",0.3413,2.1583,7.4972
"PA14_66080",1.5267,11.4579,45.1739
"PA14_66090",0.0635,4.2054,8.3707
"PA14_66100",0.2157,4.4436,15.7984
"PA14_66110",0.241,0.4135,2.97
"PA14_66120",-0.1776,6.0062,26.7944
"PA14_66140",0.6778,14.9571,55.7395
"PA14_66150",1.427,15.8021,61.2469
"PA14_66160",0.1464,1.6048,7.2736
"PA14_66170",-0.065,3.9626,13.5935
"PA14_66190",1.0754,23.6279,65.4762
"PA14_66200",0.3952,10.9132,42.7254
"PA14_66210",0.0687,1.7437,18.0855
"PA14_66220",-1.1936,8.115,31.5833
"PA14_66230",0.513,10.7219,46.1865
"PA14_66240",0.4077,12.4992,35.2192
"PA14_66250",1.322,1.8755,74.1493
"PA14_66260",0.1901,1.6796,10.7413
"PA14_66270",0.3706,1.8156,14.8394
"PA14_66290",-0.4793,16.0405,44.8632
"PA14_66310",0.7444,6.3305,16.2034
"PA14_66320",0.8699,0.7264,-8.969
"PA14_66330",0.4762,3.1718,6.2715
"PA14_66340",0.2681,0.289,-2.1931
"PA14_66350",1.319,2.8073,-1.6241
"PA14_66380",-0.3253,18.2907,26.9805
"PA14_66400",-0.1962,0.0773,1.8316
"PA14_66410",0.0481,0.4291,-5.1254
"PA14_66420",0.9408,4.3772,-20.5124
"PA14_66440",1.0324,7.0852,-13.1476
"PA14_66450",1.1132,18.2715,-6.7504
"PA14_66460",-0.304,-0.5148,-1.7098
"PA14_66480",1.0477,-22.5447,-194.189
"PA14_66490",0.1661,0.7332,-1.3214
"PA14_66510",-0.4589,8.1389,0.1816
"PA14_66520",0.7337,1.3946,-2.9887
"PA14_66530",-0.1316,0.9776,-2.5285
"PA14_66540",-0.3567,0.7488,-8.0401
"PA14_66550",1.0251,15.3992,11.6426
"PA14_66560",0.9204,0.3547,16.3745
"PA14_66570",1.8381,0.5075,19.7262
"PA14_66580",2.276,12.6383,9.2261
"PA14_66600",-0.2763,23.0165,18.7353
"PA14_66610",0.4788,1.6002,-0.7143
"PA14_66620",0.0328,-12.194,11.3064
"PA14_66630",1.5661,-9.0477,5.306
"PA14_66640",0.1457,-4.3709,1.4833
"PA14_66650",0.4128,-9.9656,1.8301
"PA14_66660",-0.0049,-1.9864,3.5004
"PA14_66670",-0.1969,-1.7086,0.3158
"PA14_66680",-1.3386,-15.6509,92.8026
"PA14_66690",-11.0554,-0.4986,310.485
"PA14_66700",-2.8978,7.7776,30.5323
"PA14_66710",0.022,0.4734,3.9621
"PA14_66720",0.5428,-0.7705,18.0642
"PA14_66750",0.1742,5.9853,22.5235
"PA14_66760",1.3587,3.2538,21.1207
"PA14_66770",-0.2887,17.0359,11.8278
"PA14_66790",-1.0461,32.4033,25.8489
"PA14_66800",0.2519,18.517,17.2869
"PA14_66820",0.1571,-8.4696,-17.7194
"PA14_66830",0.8886,-13.1108,-12.4142
"PA14_66840",-1.1428,-8.9669,-36.3942
"PA14_66850",-3.274,-22.1517,-90.287
"PA14_66875",0.8744,5.5767,-15.3989
"PA14_66880",-0.5701,3.9348,-1.0354
"PA14_66890",-0.3372,0.7508,1.1149
"PA14_66900",0.2087,9.8339,13.418
"PA14_66910",-11.8052,133.7825,229.1961
"PA14_66920",-1.3191,10.5129,37.2324
"PA14_66940",0.0057,0.3038,0.6193
"PA14_66950",-0.1967,17.732,14.6087
"PA14_66960",-0.1103,2.3664,2.9481
"PA14_66970",0.464,4.6832,9.4865
"PA14_66980",0.0048,0.4484,2.9143
"PA14_66990",0.1845,1.9269,4.8141
"PA14_67010",-0.1913,-17.3671,-35.5814
"PA14_67020",0.4623,-0.185,-4.7351
"PA14_67030",-2.9553,-5.5999,-4.7535
"PA14_67040",0.3219,0.0685,-2.3306
"PA14_67050",-0.0629,0.7123,0.5701
"PA14_67065",7.2136,56.3663,108.5381
"PA14_67090",-3.0456,28.6671,44.2085
"PA14_67100",0.1,1.0972,4.1808
"PA14_67110",-0.0268,4.0402,5.6059
"PA14_67120",3.1113,-1.2101,4.0961
"PA14_67130",1.313,-2.3304,10.4043
"PA14_67140",-1.8304,20.031,24.4971
"PA14_67150",0.4539,3.4419,11.8866
"PA14_67170",-5.4607,50.3465,21.3049
"PA14_67180",0.1443,0.6123,-0.2639
"PA14_67190",1.7347,-2.6864,-3.8198
"PA14_67200",0.6314,-1.5162,-2.873
"PA14_67210",0.0828,2.0397,-3.4033
"PA14_67220",0.3184,14.1877,-21.0117
"PA14_67230",0.8936,12.8612,-11.5836
"PA14_67240",-0.2295,-4.4459,-3.8839
"PA14_67250",-0.1775,-3.4447,-4.8683
"PA14_67260",0.3999,-3.5867,-3.5263
"PA14_67270",-0.3411,-60.1177,-36.2896
"PA14_67280",0.5304,-8.9569,-15.3219
"PA14_67300",-0.2641,1.0806,-12.1714
"PA14_67310",0.0992,-0.6413,-3.0765
"PA14_67320",-0.2068,0.6183,-3.3438
"PA14_67340",0.2951,-2.7059,-9.4244
"PA14_67350",-19.3127,-52.6112,-63.6167
"PA14_67370",-0.3462,-0.759,-8.3686
"PA14_67380",0.2144,3.2654,-6.1775
"PA14_67400",-0.4062,4.098,-5.0243
"PA14_67410",0.6625,-2.3803,-0.0271
"PA14_67420",1.4304,5.4886,4.3952
"PA14_67440",0.111,0.0947,-2.4132
"PA14_67450",-1.3363,26.8913,-2.2322
"PA14_67460",0.1604,5.4227,1.1812
"PA14_67470",0.1989,11.3393,12.5588
"PA14_67490",1.295,112.6237,137.5188
"PA14_67500",-0.3613,2.0808,4.7006
"PA14_67510",0.3232,1.0701,-0.3331
"PA14_67520",0.1154,10.1407,7.1629
"PA14_67530",1.5131,44.5052,23.6913
"PA14_67540",-5.9672,18.1084,12.5596
"PA14_67550",-1.5486,2.0134,-5.997
"PA14_67560",0.3506,5.7528,23.2129
"PA14_67580",0.2069,2.5493,12.5649
"PA14_67600",11.1671,-151.8636,482.1816
"PA14_67620",0.4289,4.101,6.0975
"PA14_67630",-0.0013,15.0498,8.966
"PA14_67640",1.2072,-2.4622,-2.4645
"PA14_67650",-0.4448,-0.8668,1.1149
"PA14_67670",0.2052,1.2097,5.6821
"PA14_67680",0.1149,-2.7988,0.0552
"PA14_67700",-31.7667,189.3598,97.6334
"PA14_67710",0.0581,2.0075,2.7933
"PA14_67720",-0.2667,1.1805,7.5394
"PA14_67740",0.1176,1.0636,4.2798
"PA14_67750",0.7859,2.8426,7.4675
"PA14_67770",0.0023,3.1653,9.1784
"PA14_67780",1.2674,-4.1033,-6.8096
"PA14_67790",-0.889,9.4138,12.3426
"PA14_67810",3.1387,20.176,61.3969
"PA14_67820",2.7987,8.242,28.8879
"PA14_67830",0.0231,5.6152,-0.0377
"PA14_67840",-1.2289,-15.9122,11.9722
"PA14_67850",0.2249,0.4162,5.8676
"PA14_67860",0.5503,-1.4461,8.3059
"PA14_67880",-0.3406,0.5826,25.9065
"PA14_67890",0.152,0.3185,7.1554
"PA14_67900",0.0948,0.1569,7.4292
"PA14_67920",0.1354,2.6632,11.9655
"PA14_67930",-0.112,2.313,7.5159
"PA14_67940",0.8212,1.0946,37.2544
"PA14_67960",-0.0065,0.6974,3.3949
"PA14_67970",3.4623,0.3606,24.3556
"PA14_67975",-3.3479,17.4998,55.9652
"PA14_67990",0.3416,5.8576,16.9922
"PA14_68000",-0.5672,3.9901,23.8432
"PA14_68040",0.0404,2.1552,-1.5412
"PA14_68050",9.0847,28.7955,54.367
"PA14_68060",0.0233,0.4614,0.4299
"PA14_68070",0.5779,-16.8365,-3.4982
"PA14_68080",-2.7823,-24.0484,-2.4884
"PA14_68090",-0.2999,-6.2012,0.225
"PA14_68100",0.0096,0.0109,4.218
"PA14_68110",-0.7185,-0.3376,-1.7673
"PA14_68120",0.9833,-3.0841,-22.7493
"PA14_68130",3.074,-8.9599,-182.9776
"PA14_68140",0.949,-6.0156,-17.8457
"PA14_68170",-1.0701,-14.9976,-23.488
"PA14_68190",1.5727,-7.8539,-5.7565
"PA14_68200",-4.0265,-13.608,5.4048
"PA14_68210",-1.7711,-20.2991,-9.3934
"PA14_68230",-0.0135,-0.5764,0.4237
"PA14_68250",0.0203,2.3547,1.457
"PA14_68260",-0.6277,-0.5164,6.1796
"PA14_68280",0.3226,-3.6828,1.5769
"PA14_68290",-0.2472,-23.4371,5.5188
"PA14_68300",-0.5665,-0.8438,-0.1108
"PA14_68330",-0.1146,0.0184,-0.1425
"PA14_68340",0.3765,-0.9259,-0.8358
"PA14_68350",20.0273,-110.635,-75.1767
"PA14_68360",-0.0683,-0.9196,3.1991
"PA14_68370",-0.2945,4.3249,-2.119
"PA14_68380",6.4479,499.4328,101.5939
"PA14_68390",-0.2118,7.9804,3.249
"PA14_68400",-0.3056,4.3754,-2.9337
"PA14_68420",0.0076,0.2206,0.1432
"PA14_68430",-0.7158,46.9523,35.3361
"PA14_68440",0.0688,7.411,5.0853
"PA14_68450",0.0823,5.3688,-0.9521
"PA14_68460",-0.134,3.7804,-0.0979
"PA14_68470",0.3728,0.7727,-2.3288
"PA14_68480",-0.2047,1.1509,-9.6607
"PA14_68490",0.1658,0.1893,-5.6331
"PA14_68500",-0.1291,1.5737,-3.0104
"PA14_68510",2.4133,0.1208,-10.1525
"PA14_68530",0.1717,1.3551,-2.4893
"PA14_68550",-0.113,1.2077,-2.712
"PA14_68560",-0.4887,0.7268,-2.8563
"PA14_68570",-0.1901,0.0412,-4.7439
"PA14_68580",0.3413,-0.0613,4.3224
"PA14_68610",0.7437,27.5935,39.3004
"PA14_68620",-0.4437,37.7463,55.7278
"PA14_68630",0.8112,2.6314,-0.7387
"PA14_68640",-26.7599,117.6079,26.0643
"PA14_68660",-0.0302,1.2562,1.3442
"PA14_68670",0.1525,-1.7629,0.0249
"PA14_68680",1.0509,-0.2089,33.7324
"PA14_68700",0.8877,5.1404,28.6521
"PA14_68710",-1.2007,7.9355,19.9538
"PA14_68720",-1.2215,7.2595,35.561
"PA14_68730",0.4286,4.0352,1.9227
"PA14_68740",0.8238,7.5952,10.1513
"PA14_68750",-7.9213,31.5581,-26.5691
"PA14_68770",-0.3792,1.9124,1.8638
"PA14_68780",0.3119,-1.3963,-4.3608
"PA14_68800",-1.857,-1.6717,-4.5623
"PA14_68810",0.3103,4.3631,6.1251
"PA14_68820",18.6805,42.779,42.5624
"PA14_68830",0.1299,3.8673,2.1195
"PA14_68840",0.7859,8.9816,5.1981
"PA14_68850",0.0721,-0.8635,-7.1217
"PA14_68860",-0.0972,-0.2027,-2.9407
"PA14_68870",-0.2198,4.6345,-3.075
"PA14_68890",-0.3493,3.4614,1.3881
"PA14_68900",-0.5289,5.2323,4.0859
"PA14_68920",0.3252,1.6003,-5.3543
"PA14_68930",-5.967,-2.5677,-79.5546
"PA14_68940",0.3091,-7.4861,-25.4804
"PA14_68955",-2.4956,3.1837,26.9693
"PA14_68970",0.0051,1.6071,3.9787
"PA14_68980",4.3255,7.495,43.0307
"PA14_69000",6.1783,26.311,44.0242
"PA14_69010",0.2171,2.6602,2.5096
"PA14_69020",-0.7729,2.4922,1.8914
"PA14_69030",0.642,23.6912,20.8576
"PA14_69040",0.1489,2.8858,7.4233
"PA14_69050",-0.4266,4.2095,4.1365
"PA14_69060",-0.2318,0.0183,-2.7357
"PA14_69070",-39.9153,100.8037,-380.4685
"PA14_69090",-0.3028,-0.8041,-6.8376
"PA14_69100",-3.6162,-3.2294,-52.4242
"PA14_69110",-0.138,1.465,-2.5398
"PA14_69130",0.0211,-3.0963,0.7621
"PA14_69140",0.0837,3.9301,5.4529
"PA14_69150",-1.0559,8.8237,8.648
"PA14_69170",-0.3513,0.0542,-16.9884
"PA14_69190",0.0709,-0.3659,1.2393
"PA14_69200",-0.0552,2.3761,2.8388
"PA14_69220",-0.2939,13.8614,-2.4302
"PA14_69230",-0.791,8.1761,15.401
"PA14_69240",-0.0631,1.8641,1.9244
"PA14_69250",0.0344,3.7908,-1.0548
"PA14_69260",0.7089,0.6964,-2.9741
"PA14_69270",-8.5347,26.7477,-16.6698
"PA14_69280",-1.6493,12.6505,13.6052
"PA14_69300",0.2969,2.3263,3.0309
"PA14_69310",-1.1021,12.5115,-1.1836
"PA14_69320",-0.1168,5.8505,11.9318
"PA14_69330",-0.3851,9.8875,13.5837
"PA14_69340",-0.4862,9.1653,16.5535
"PA14_69350",0.016,2.106,2.7873
"PA14_69370",-0.3965,-1.986,-16.0415
"PA14_69380",-0.2722,0.1691,-1.6106
