"","MOCP_0066:carb:6400.00000uM:PA14:90min:A","MOCP_0066:imi:6.25000uM:PA14:90min:A","MOCP_0066:doxy:100.00000uM:PA14:90min:A","MOCP_0066:cip:0.78125uM:PA14:90min:A","MOCP_0066:col:12.50000uM:PA14:90min:A","MOCP_0066:fosfo:3200.00000uM:PA14:90min:A","MOCP_0066:water:0.50000%:PA14:90min:A","MOCP_0066:ami:6.25000uM:PA14:90min:A","MOCP_0066:clari:200.00000uM:PA14:90min:A","MOCP_0066:dmso:0.50000%:PA14:90min:A","MOCP_0066:pf3299:1.56250uM:PA14:90min:A","MOCP_0066:mrl494:50.00000uM:PA14:90min:A","MOCP_0066:a22:800.00000uM:PA14:90min:A","MOCP_0066:cbr4830:62.50000uM:PA14:90min:A","MOCP_0066:chir090:3.12500uM:PA14:90min:A","MOCP_0066:dmso:0.50000%:lpxC-hypo:90min:A","MOCP_0066:pf3299:1.56250uM:lpxC-hypo:90min:A","MOCP_0066:cip:0.78125uM:lpxC-hypo:90min:A","MOCP_0066:doxy:100.00000uM:lpxC-hypo:90min:A","MOCP_0066:water:0.50000%:murA-hypo:90min:A","MOCP_0066:fosfo:800.00000uM:murA-hypo:90min:A","MOCP_0066:cip:0.78125uM:murA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:murA-hypo:90min:A","MOCP_0066:dmso:0.50000%:bamA-hypo:90min:A","MOCP_0066:mrl494:50.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.78125uM:bamA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:bamA-hypo:90min:A","MOCP_0066:dmso:0.50000%:gyrA-hypo:90min:A","MOCP_0066:cip:0.78125uM:gyrA-hypo:90min:A","MOCP_0066:pf3299:1.56250uM:gyrA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:gyrA-hypo:90min:A","MOCP_0066:carb:1600.00000uM:PA14:90min:A","MOCP_0066:imi:1.56250uM:PA14:90min:A","MOCP_0066:doxy:25.00000uM:PA14:90min:A","MOCP_0066:cip:0.19500uM:PA14:90min:A","MOCP_0066:col:3.12500uM:PA14:90min:A","MOCP_0066:fosfo:800.00000uM:PA14:90min:A","MOCP_0066:ami:1.56250uM:PA14:90min:A","MOCP_0066:clari:50.00000uM:PA14:90min:A","MOCP_0066:pf3299:0.39100uM:PA14:90min:A","MOCP_0066:mrl494:25.00000uM:PA14:90min:A","MOCP_0066:a22:200.00000uM:PA14:90min:A","MOCP_0066:cbr4830:15.62500uM:PA14:90min:A","MOCP_0066:chir090:0.78125uM:PA14:90min:A","MOCP_0066:pf3299:0.39100uM:lpxC-hypo:90min:A","MOCP_0066:cip:0.19500uM:lpxC-hypo:90min:A","MOCP_0066:doxy:25.00000uM:lpxC-hypo:90min:A","MOCP_0066:fosfo:200.00000uM:murA-hypo:90min:A","MOCP_0066:cip:0.19500uM:murA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:murA-hypo:90min:A","MOCP_0066:mrl494:25.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.19500uM:bamA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.19500uM:gyrA-hypo:90min:A","MOCP_0066:pf3299:0.39100uM:gyrA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:gyrA-hypo:90min:A","MOCP_0066:fosmido:500.00000uM:PA14:90min:A","MOCP_0066:tobra:6.25000uM:PA14:90min:A","MOCP_0066:tmp:400.00000uM:PA14:90min:A","MOCP_0066:pol7080:0.32000uM:PA14:90min:A","MOCP_0066:tmp:400.00000uM:dfhr-hypo:90min:A","MOCP_0066:pol7080:0.32000uM:dfhr-hypo:90min:A","MOCP_0066:doxy:100.00000uM:dfhr-hypo:90min:A","MOCP_0066:dmso:0.50000%:dfhr-hypo:90min:A","MOCP_0066:water:0.50000%:dxr_kd:90min:A","MOCP_0066:fosmido:500.00000uM:dxr_kd:90min:A","MOCP_0066:cip:0.78125uM:dxr_kd:90min:A","MOCP_0066:doxy:100.00000uM:dxr_kd:90min:A","MOCP_0066:dmso:0.50000%:lptD_kd:90min:A","MOCP_0066:pol7080:0.08000uM:lptD_kd:90min:A","MOCP_0066:cip:0.78125uM:lptD_kd:90min:A","MOCP_0066:doxy:100.00000uM:lptD_kd:90min:A","MOCP_0066:ll37:12.50000uM:PA14:90min:A","MOCP_0066:fosmido:250.00000uM:PA14:90min:A","MOCP_0066:tobra:1.56250uM:PA14:90min:A","MOCP_0066:tmp:100.00000uM:PA14:90min:A","MOCP_0066:pol7080:0.08000uM:PA14:90min:A","MOCP_0066:tmp:100.00000uM:dfhr-hypo:90min:A","MOCP_0066:pol7080:0.08000uM:dfhr-hypo:90min:A","MOCP_0066:doxy:25.00000uM:dfhr-hypo:90min:A","MOCP_0066:fosmido:250.00000uM:dxr_kd:90min:A","MOCP_0066:cip:0.19500uM:dxr_kd:90min:A","MOCP_0066:doxy:25.00000uM:dxr_kd:90min:A","MOCP_0066:pol7080:0.02000uM:lptD_kd:90min:A","MOCP_0066:cip:0.19500uM:lptD_kd:90min:A","MOCP_0066:doxy:25.00000uM:lptD_kd:90min:A","MOCP_0066:ll37:6.25000uM:PA14:90min:A"
"PA14_61650",1.0032,1.2566,-0.8712,-0.6705,-0.7544,1.2687,-0.263,0.4568,-0.0102,-0.1303,2.7421,3.8887,1.5481,1.9394,3.4098,-0.0072,3.162,-0.5321,-0.9491,0.7697,1.4319,0.2868,-0.7072,0.228,3.5978,-0.3969,-0.9512,0.0343,-0.2405,3.0405,-0.9565,-0.5113,-0.3624,-1.0512,-0.8263,1.8295,0.1354,-0.382,0.0592,0.7171,3.5186,2.0313,-0.0698,0.853,2.3116,-0.1768,-0.7659,0.9271,0.6978,0.1725,2.8047,-0.3165,-0.7997,-0.3355,1.8241,-0.9124,0.5478,0.1284,-0.2343,5.0337,0.1645,5.1334,-0.9375,-0.0557,-0.0805,0.7361,-0.4911,-1.141,0.4431,3.5288,-0.3789,-0.6658,2.3078,-0.7836,-0.6958,-0.0688,4.0763,-0.3986,4.0694,-0.9554,-0.1288,-0.2186,-0.9942,0.7437,-0.6746,-0.9355,0.8493
"PA14_61660",0.0461,0.2014,-2.4852,0.4625,2.928,0.2707,-0.1768,-2.9848,0.7379,0.3008,0.081,0.3106,-2.1252,-1.2988,-0.0055,0.2112,-0.0886,-0.0795,-2.7575,0.4727,0.0096,0.1099,-1.2797,0.9526,-1.4178,-0.9122,-1.6904,0.3379,0.5692,-1.1551,-1.6709,0.7122,0.5349,0.5775,0.5842,-0.6318,0.0795,0.4325,-0.3441,0.0971,0.9489,-0.2806,1.4461,-0.5565,-0.0896,0.3476,-0.8561,-0.113,1.1199,0.6558,0.4882,0.5168,-0.5854,0.7692,0.242,0.4473,-0.5754,-3.3224,-0.9913,0.5972,-0.2728,-0.2673,-1.4344,-0.1792,-0.0705,0.2823,-0.303,-2.117,-0.1696,0.8379,-0.5711,-2.0615,-0.3278,-0.415,0.0742,0.7128,0.7219,-0.3362,-0.5323,-1.0302,0.0946,-0.0123,1.1446,0.7441,-0.0621,-1.2835,0.4623
"PA14_61670",0.7818,0.5825,-3.3842,0.7479,2.8249,0.7343,0.2756,-1.7507,0.4706,0.2454,-0.9574,-1.0736,-0.4875,-0.2152,-0.7615,0.5019,-1.38,-0.1324,-3.0512,0.6584,0.7586,-0.0287,-2.291,0.6977,-1.2389,0.262,-3.109,0.5186,0.5365,-1.0067,-3.0269,0.6471,1.014,-0.221,0.5633,-0.0997,0.2145,-0.2344,0.453,0.1921,-0.7112,-0.7888,-0.1863,-0.2978,-0.943,0.2167,-1.4378,0.6505,0.312,0.6463,0.262,0.1409,-0.9313,0.1016,-0.7608,0.0506,-0.7221,-2.5029,0.3443,-0.7711,-0.1169,-0.8089,-3.4319,-0.3267,-0.1447,0.494,-0.4338,-2.1563,-0.1199,-0.3416,0.3396,-3.1854,1.4865,-0.2954,-0.059,0.8734,-0.8879,0.281,-0.8618,-1.192,0.4969,0.7468,0.8267,0.1965,1.1119,-1.9207,0.6488
"PA14_61680",0.6315,0.9471,-3.0811,0.5582,2.5661,0.8802,-0.0418,-1.7436,0.1054,-0.1493,-1.5659,-0.1826,-1.9869,-1.5035,0.4414,0.0785,-0.7393,-1.0309,-2.8317,-0.18,-0.0199,-0.5061,-1.6706,0.0898,-0.5673,-0.0106,-2.7561,0.412,0.323,-1.0272,-3.3838,0.9531,1.0699,-0.0701,0.8815,0.51,0.5423,0.0222,1.0385,0.3578,-1.2064,-0.3269,0.0014,-0.7148,-0.6732,0.299,-0.7506,0.8499,0.7897,1.2732,0.0641,0.3663,-0.3562,-0.2305,-0.0027,0.1118,-0.1264,-2.0663,0.1769,0.3072,0.1306,-0.2502,-3.069,-0.2692,-0.2825,0.7384,-0.1477,-1.3911,-0.4901,-1.9035,0.2547,-3.0258,0.2065,0.5135,0.3257,1.0676,-0.5917,0.0986,-0.663,-0.54,0.4454,0.9044,0.9468,-0.3296,-0.3429,-1.1255,-0.6162
"PA14_61700",0.1515,0.4295,-1.722,0.5975,1.1794,0.7106,0.6675,-1.6212,0.6815,0.4055,-1.6628,-2.1109,-4.7983,-1.1363,-0.6941,0.6219,-1.0336,0.9075,-1.0187,0.5109,0.7279,0.3259,0.4234,-0.2154,-2.1773,0.522,-0.6859,0.3763,1.0835,-0.9709,-1.5747,0.6138,0.6558,0.7903,0.6835,-0.4674,0.7044,0.1722,-0.1674,-0.132,-1.0773,-0.6086,0.7241,-1.4286,-0.9462,0.6389,0.4352,0.5218,0.2511,1.0474,-1.3047,0.1235,0.3164,0.3356,-0.9276,0.5042,-0.3751,-1.38,-0.3776,-1.4776,-0.108,-1.8331,-1.1222,0.302,-0.6754,-0.2948,0.0569,0.6068,-0.6391,-1.6643,0.1421,-1.2226,-2.3598,0.5767,0.735,0.3477,-0.7398,0.1463,-0.8559,0.5688,-0.7941,-0.1861,1.1315,-1.016,0.5007,0.2717,-0.693
"PA14_61710",-0.6791,-0.4298,0.6654,0.4826,0.4211,-0.793,0.251,-0.7155,0.6358,0.3043,-0.67,-2.8563,-4.6564,-1.6792,-1.5555,-0.2086,-1.6471,1.0129,0.8349,-0.0846,-0.3979,0.1037,1.1548,0.1345,-1.2813,-0.1133,0.8764,-0.1066,0.6249,-1.2811,0.5269,-0.0215,-0.9504,0.6256,0.466,-0.8472,0.2539,0.2231,0.303,-1.0931,-1.172,-1.0235,-0.5995,-1.2317,-0.7474,0.0733,0.4712,-0.804,0.0341,0.6995,-1.4764,0.3507,1.0039,-0.4064,-1.1852,-0.0109,0.6481,0.4732,0.6287,-1.3545,0.9575,-1.5623,0.5095,0.4053,-0.2243,-0.6824,0.5028,1.688,0.1552,-0.984,1.8336,1.3182,0.0172,0.4944,0.1807,0.7078,-1.289,-0.5591,-1.3608,0.8218,-0.7954,-0.0651,0.8367,-0.5124,0.2427,0.7787,-1.1378
"PA14_61720",-0.829,-1.0148,-3.5152,-0.1979,0.4742,-0.7571,0.2584,-1.456,-1.5399,0.3003,1.059,-0.8061,-3.4243,-1.7227,0.4955,0.2334,-0.0338,-0.2722,-3.7096,0.3695,-0.0404,-0.0967,-2.3089,-0.4192,-0.2299,-0.24,-3.4084,0.1244,0.0133,-0.1323,-3.1063,-0.2256,-0.0018,-2.2454,0.4115,-0.386,0.5309,0.9033,-1.8958,0.5064,-0.0039,-0.0925,0.2732,0.3211,0.4524,0.586,-1.9633,0.5252,0.8069,-1.5377,-0.3435,0.319,-2.4786,-0.4441,0.5311,-2.0509,0.4729,-2.0614,0.0819,0.451,0.2229,0.5529,-2.8761,0.8181,0.8839,1.0959,0.5933,-2.6368,0.1925,-0.9117,0.116,-3.0526,1.0778,0.7478,0.7027,1.1328,0.6613,0.1709,0.9975,-1.6444,1.067,1.1094,-1.6767,-0.0689,0.2405,-2.1835,0.424
"PA14_61740",0.0951,-0.1247,-4.4778,0.3423,1.1452,0.2801,0.5034,-2.6361,-1.7763,0.5396,0.1504,-0.5703,-3.157,-1.451,0.1654,0.0789,-0.173,-0.4385,-3.9537,-0.207,-0.4237,-0.251,-2.8188,-0.2999,-0.3447,-0.8996,-4.5133,0.6583,0.0698,-0.188,-3.7664,0.8791,0.9529,-1.142,1.2647,0.11,-0.2543,0.7969,-1.5396,0.2882,0.0831,-0.2529,0.0733,-0.3122,-0.0651,-0.0485,-1.8611,0.2819,0.5249,-0.1493,-0.3182,0.4226,-1.9186,0.3784,0.2392,-0.9115,-0.0283,-2.1415,-0.0221,0.3655,0.1559,0.8624,-3.5511,0.0984,-0.2194,0.843,0.1882,-3.4812,-0.048,-0.6974,-0.7392,-3.8163,0.5611,1.3968,1.3824,1.6975,0.6754,0.6611,0.4964,-0.9737,0.8994,0.2706,-1.0921,0.1621,0.2149,-2.1966,1.0707
"PA14_61750",0.4396,-0.5378,-0.8892,-0.7629,-3.3892,0.721,0.7802,0.127,-0.3252,1.0985,0.5486,-1.9335,0.1695,0.3272,0.0603,1.1761,0.2626,-0.0968,-0.6508,0.8878,0.6103,0.1234,-0.8072,0.7736,-2.1006,-0.2972,-0.4191,0.6778,-0.3335,-0.2999,-0.1307,0.2823,-0.6432,-1.1544,-0.0721,-1.5911,0.7273,0.6599,-0.1109,0.3052,-2.0886,0.4709,0.5876,0.2809,0.342,0.7062,-0.7944,0.1375,0.6392,-0.5139,-2.1626,0.3784,-0.6736,0.5051,0.0393,-0.7955,1.1763,-0.0609,0.4975,-2.0905,0.3637,-1.7635,-0.2107,0.8866,0.2502,0.7985,-0.3752,-0.0467,0.9023,0.4461,-0.2739,0.1909,-0.206,-0.2147,-0.1279,0.655,-0.7355,-0.2793,-1.512,-1.0993,-0.7089,-0.5285,-0.8896,0.0856,-0.7955,-0.9551,-1.3953
"PA14_61770",0.3899,0.1917,0.0177,-0.5728,-1.4378,0.3043,0.8417,-1.0823,1.698,0.6318,-1.4599,-2.3036,-3.7039,-1.2099,-1.4626,0.0016,-1.594,-0.891,-0.0656,-0.1563,-0.083,-1.0195,0.2292,-0.2552,-1.2745,-1.1963,0.4574,-0.5822,-1.2052,-2.217,0.5958,1.0608,0.682,0.8139,0.493,-1.5881,0.564,0.2756,1.2669,-0.658,-1.6167,-0.5755,0.3268,-0.9797,-1.346,-0.399,0.4285,-0.2665,-0.2046,0.4824,-1.1667,-0.3257,0.5805,-0.8414,-2.0913,0.6264,1.2674,-0.3609,-0.0515,-1.7606,-0.2537,-1.454,0.6466,0.4123,-0.0853,-0.2146,-0.636,1.4509,0.0202,-0.3465,-0.8655,0.9185,-0.8861,0.9062,0.8377,0.4734,-0.8698,0.0361,-1.1258,0.9367,-0.9213,-0.0455,1.3633,-0.2682,-0.8621,1.1508,-1.0852
"PA14_61780",0.4003,0.1824,-1.3682,-0.6153,-1.5075,0.0436,0.6018,-0.9305,2.0265,0.3629,-1.5747,-3.7075,-7.0926,-0.6392,-1.5976,0.808,-1.4445,-0.5243,-1.2076,0.7353,0.0742,-0.413,0.3226,0.4396,-2.6673,-0.6301,-0.8197,0.3746,-0.7592,-2.9467,-1.0321,0.6564,0.1749,1.5308,0.0838,-2.4173,0.2634,0.9663,2.4274,-0.1043,-2.1312,-0.2859,0.8727,-0.0243,-0.4234,0.5754,1.2367,0.2319,0.6553,2.4565,-1.2752,0.115,1.522,-0.1788,-1.7415,1.836,-0.4082,-0.5646,-0.6964,-3.4681,-1.0914,-3.6033,-0.8936,0.0419,0.2137,-1.3231,-0.9961,0.1483,-0.2264,-1.6549,-1.5429,-1.0567,-0.5609,-0.2105,0.0236,-0.3536,-2.0886,-0.7961,-2.4986,1.0563,-0.8803,0.1505,2.058,-0.2367,-0.9651,0.7379,-0.5132
"PA14_61790",0.2758,0.1245,-1.7107,-0.0436,-1.4121,-0.1095,0.4792,-1.7109,2.7695,0.4083,-1.7204,-3.4914,-5.6933,-0.632,-1.4916,0.9081,-1.4911,-0.2394,-1.5329,0.7459,-0.0349,-0.5796,0.9124,0.6271,-2.6245,-0.3379,-0.9662,0.5376,-0.289,-2.6791,-1.1422,0.5587,-0.2399,1.9729,0.3205,-2.7335,-0.251,0.3575,2.6306,-0.4517,-2.4536,0.0307,0.8469,-0.1051,-0.5947,0.3479,1.7885,0.3621,0.6133,2.8547,-1.3637,0.4308,2.0115,-0.064,-1.6554,2.3196,-0.0942,-1.3031,-0.2017,-2.9481,-0.7891,-3.047,-0.9831,-0.1525,0.343,-0.5279,-0.6688,0.5357,-0.2128,-1.5131,-0.8632,-1.2345,-0.8142,-0.567,-0.1796,-0.2122,-1.7599,-0.7463,-2.1771,1.6292,-0.5523,0.2728,2.5787,-0.3277,-0.7084,1.3915,-0.6005
"PA14_61820",0.0767,-0.2804,-2.9626,0.0095,-0.271,0.2066,0.4277,-1.8378,1.4288,0.5068,-1.1742,-3.2901,-5.2323,-0.6703,-1.3515,0.8544,-1.1724,-0.3922,-2.94,0.8224,0.1523,-0.2275,-0.8257,0.7087,-2.1629,-0.5502,-2.3253,0.631,-0.2031,-2.3953,-2.5136,0.8696,-0.3425,0.9097,0.3581,-1.8253,0.0894,0.6862,1.5491,-0.2853,-2.1054,0.2564,0.7446,-0.4209,-0.5423,-0.0848,0.1374,0.3369,0.5809,1.4513,-1.1635,0.1659,0.5978,0.2752,-1.3021,0.9712,-0.0707,-1.4827,-0.837,-2.7631,-1.509,-2.7078,-2.1573,0.1694,0.4595,-0.1627,-0.8739,-0.3255,-0.0018,-1.2796,-1.321,-2.2902,-1.039,-0.0791,0.2384,-0.212,-1.845,-1.2249,-1.9569,0.7975,-0.4005,0.1594,2.0473,-0.5415,-0.7194,0.4646,-0.4836
"PA14_61840",-0.2554,-0.0766,5.569,-0.2391,-1.8474,-0.8194,-0.3149,3.9118,0.9451,0.0749,0.5902,1.8368,1.5977,-0.3938,0.236,0.5391,0.6937,0.3139,5.7297,0.0861,-0.4775,0.3568,4.1332,0.3555,1.9236,0.2415,5.1579,-0.0395,7e-04,0.3023,5.7176,-0.7224,-1.137,2.1693,-0.6922,-1.1975,-0.2444,-0.2698,0.5585,0.1087,1.0055,0.1665,-0.3605,-0.0087,0.5881,0.2649,3.0237,-0.4677,0.2051,1.2604,1.4583,0.3503,2.7295,-0.5343,-0.4942,2.6019,0.1363,4.4555,-0.7183,-0.3297,-0.3403,-0.8883,5.1389,-0.396,-0.208,-0.3944,0.1032,4.2854,0.0521,-0.1754,-0.4744,5.5309,-0.0061,-0.7231,-0.8084,-0.5921,-0.7324,-1.3052,-0.8827,1.882,-0.649,-0.7897,1.3159,-0.6039,-0.8414,2.9564,-1.1345
"PA14_61845",-0.4078,0.4834,8.5311,-0.427,-0.8031,-0.6607,-0.3822,4.6437,0.0181,-0.4082,0.3431,3.6768,3.1059,1.7375,0.6191,0.1037,1.3149,-0.3022,8.2197,-0.5045,-0.887,-0.4626,6.1432,0.1385,2.8181,-0.308,7.2594,-0.0927,-0.3377,0.5986,8.4223,-0.5693,-0.4166,4.2035,-0.749,0.531,-0.0781,-0.0077,0.5411,0.0325,3.2297,1.0428,-0.6123,0.24,0.9701,0.0841,4.5579,-0.7604,-0.1307,1.7633,3.0104,0.2398,3.6758,-0.5704,-0.498,4.1327,0.0298,6.231,-0.6049,-0.1358,-0.668,-0.2565,7.9301,-0.4682,-0.2004,-0.3,-0.1437,7.6925,-0.11,-0.0409,-0.4891,8.2732,0.6792,-0.1784,-0.7618,-0.4675,-0.5759,-1.0191,0.1149,3.6727,-0.3026,-0.4896,3.107,0.2669,-0.3376,5.3798,-0.3344
"PA14_61850",0.255,0.0841,0.391,0.1955,1.2964,-0.4838,0.8956,-0.1111,0.3813,0.1545,-1.46,-1.2954,-1.4183,-0.8644,-1.3646,-0.3585,-1.985,-0.8738,0.0955,-0.2821,0.1017,-0.4668,0.9898,-0.2087,-0.9517,-0.6447,0.8026,-0.6333,-0.8234,-1.7512,1.1445,1.0854,0.7257,2.82,0.6666,-1.2765,-0.3542,-0.015,0.0324,-0.2226,-0.8702,-1.2764,0.5453,-0.7787,-1.0469,-0.3702,1.8482,0.353,0.1924,1.6217,-0.708,-0.4628,1.9672,-0.4231,-0.9407,2.4777,-0.2692,0.3148,-1.1156,-1.8137,-0.7108,-1.7113,0.8957,-0.092,0.1206,-1.1391,-0.2652,2.7895,-0.358,-1.0144,-0.392,1.8306,-0.8161,0.3308,0.8918,-0.8119,-1.1397,-0.8413,-1.1543,2.9758,-0.6971,0.1672,4.2642,-0.1023,-0.3041,3.023,-0.9794
"PA14_61860",-0.4483,-0.8561,-0.7704,-0.7765,-3.3876,0.0447,0.7475,-0.8258,-0.3491,1.0588,0.5395,-1.1894,-2.9456,-1.0266,-0.0372,0.8912,0.2089,0.1274,-0.5895,1.111,0.6018,0.3577,-0.928,0.9298,-0.3329,-0.3208,-0.6145,0.6327,-0.1485,0.017,-0.1115,-0.2657,-1.2282,-1.2382,-0.2109,-1.5798,0.3918,0.9168,-0.5784,0.6966,-0.2975,0.6301,0.0121,0.1209,0.3714,0.4152,-1.1058,-0.004,0.6382,-1.2114,-0.144,0.6132,-1.2758,-0.2462,-0.3762,-1.322,1.7938,0.46,0.3789,-0.7544,0.2295,-0.3579,-0.8575,1.39,0.749,0.8285,-0.3483,-0.2753,1.2479,0.5197,-0.3801,-0.0931,-0.0413,-0.11,0.3687,0.344,-1.0258,-0.1242,-0.4668,-1.0718,-0.0141,0.1212,-1.1946,0.1011,0.3064,-1.1308,-0.589
"PA14_61870",-0.7286,-1.4509,-0.5143,0.0239,-2.3754,-0.1855,0.6981,-1.026,-0.9676,0.5282,-0.3466,0.7729,1.416,-0.394,-1.2218,0.592,0.0862,0.1375,0.3106,0.7897,0.7074,0.5615,-0.1568,1.1982,1.6319,0.1216,-0.0727,0.8197,0.0956,0.5889,-0.297,0.1593,-0.5198,-1.1711,0.3573,-0.2511,0.5816,0.3263,-0.061,-0.1287,-0.3013,0.598,0.7563,-0.6708,-0.269,0.881,-0.8671,0.4673,1.0441,-0.5817,0.7004,0.977,-1.0174,0.4871,0.1557,-0.9536,0.6477,-0.9797,-0.0852,0.7896,0.0965,0.2908,-0.2419,0.5826,-0.9352,-1.6468,-1.2617,0.0861,1.0003,-0.1763,1.1286,0.1567,-1.2934,0.4331,0.7032,1.2158,-0.5977,0.0595,-0.6732,-0.9672,-1.1105,-0.7566,-1.217,0.649,0.0476,-0.2874,-0.3093
"PA14_61880",-0.2306,-0.4065,-0.7271,1.3081,-0.7621,1.3615,0.7815,-0.7787,-0.5803,1.0248,-0.0113,-2.3721,-2.3634,-2.3528,-1.1373,0.938,-0.266,1.2724,-1.1062,0.4033,0.8598,0.1064,-0.2011,0.0759,-1.6323,0.3677,-0.9996,0.4788,0.4933,-0.8041,-1.1641,0.0257,-0.1496,-0.3731,1.0925,-0.9159,1.4305,1.2373,0.4402,-0.0273,-1.3815,-1.6941,1.5157,-0.469,-0.6988,0.7267,0.1994,0.0324,0.872,-0.0548,-2.5679,0.1266,-0.3781,1.3998,-0.0443,0.1968,0.7792,-0.7447,1.0027,-1.8243,0.8958,-2.3722,-0.1592,0.1529,0.1027,-0.2999,0.4671,0.2726,0.0645,-0.7743,1.1768,-1.4217,-1.3383,0.5896,-0.0402,0.7558,-0.9064,0.9739,-0.6675,-0.0806,-0.5055,0.3343,-0.1373,-0.4011,0.1683,-0.0268,-1.1174
"PA14_61890",1.1109,-0.2244,0.2493,1.0324,0.4147,0.58,0.4854,-0.6916,0.4049,0.5566,-1.3891,-3.5132,-3.0493,-1.9634,-1.943,0.3637,-1.5107,0.6461,0.0599,-0.532,1.0224,-0.3038,-0.5678,0.1905,-1.8978,0.349,0.1375,0.1524,1.6608,-2.5952,0.5649,-0.1576,0.2592,-0.3297,0.8306,-0.8184,1.4708,0.0946,0.6554,-0.2888,-3.6359,-0.8082,-0.1012,-0.2627,-1.0582,0.9764,-0.2118,0.1331,-0.0484,-0.2843,-2.7346,0.1117,-0.3977,0.7583,-1.3303,-0.5464,1.3183,-0.3024,1.9791,-1.1478,2.0133,-2.8985,0.3585,-0.0593,-0.8736,-0.3862,0.9529,-0.3455,-0.0125,-0.6314,1.3405,-0.887,-2.4766,0.454,0.1549,1.618,-1.3281,0.8979,-0.8969,-0.4992,-0.4825,-0.7498,-0.4334,-1.6837,0.5253,0.2936,-0.961
"PA14_61910",0.2986,-0.2344,-0.9091,0.631,-0.6418,0.3445,0.9764,-0.7732,-0.7803,0.7745,-0.3899,1.5623,-0.5885,-0.3793,-0.5982,0.8215,-0.4281,-0.1152,-1.1702,-0.5923,0.0564,0.5904,-1.0316,0.3582,0.499,0.2636,-0.2209,-0.195,0.0498,0.1034,-0.1467,0.6921,0.1232,-1.1096,0.8592,-1.3363,0.1178,0.1448,-0.5666,0.7353,-0.9752,-0.0038,-0.0318,-0.1753,-0.0072,1.1008,-0.8301,-0.2421,-0.1075,-0.7837,0.4627,0.5375,-0.1043,2.077,0.3945,-1.1579,0.8856,-0.5007,0.5193,-0.5898,0.3677,-0.7881,-0.3157,0.0567,0.0505,0.8454,0.118,-0.9633,0.2995,-0.4763,-0.1047,-0.9582,-0.5576,0.7889,0.6342,0.7432,-0.5488,-0.3183,0.3514,-1.2156,-0.4065,-0.387,-0.9632,0.1458,2.0347,-1.6448,-0.0121
"PA14_61920",0.2579,-0.2901,-0.4801,1.1286,-0.9364,0.079,1.1856,1.0029,-0.4452,0.6824,-0.0254,0.6972,-1.2595,-1.0654,0.1515,0.3744,-0.5083,0.1033,-0.9706,0.6796,-0.3876,-0.7002,-0.8253,0.0188,0.581,0.8478,-0.7517,0.5353,0.1204,-0.0099,-1.0885,0.7454,0.1694,-1.4002,1.5935,-1.1269,0.1382,0.4385,-0.7978,0.2561,0.5572,0.0412,0.1296,0.1315,-0.8544,0.4677,-0.6236,-0.1635,1.1734,-0.881,-1.2386,0.8351,-1.0961,1.2398,-0.7504,-1.1447,0.9173,-0.971,0.8185,-0.8005,0.0588,-0.295,-1.339,0.7605,-0.1982,-0.4624,-0.1897,-0.5715,-0.2281,0.046,-0.182,-0.3459,0.2659,0.8274,1.2464,0.7458,-0.0128,-0.0931,-0.7553,-0.6523,-0.3992,0.0048,-0.8593,-0.1223,0.2819,-1.5159,-0.3632
"PA14_61940",-0.9824,-0.8494,-0.6436,0.2166,-0.9893,-1.1125,1.0704,-1.5061,-0.914,0.8088,-0.6236,-0.3656,-1.1235,-0.3852,-0.3069,0.6918,-0.2675,0.3891,-1.0523,0.0961,-0.7927,-0.0059,-1.0228,0.1008,-0.005,0.0452,-0.8778,0.5881,0.058,-0.6169,-0.9392,1.2199,0.1029,-0.6972,1.5514,-1.0529,0.218,0.6062,-1.037,0.4687,-0.0648,-1.24,0.2781,0.1351,0.3453,0.4736,-0.6025,0.3425,0.6399,-0.4824,-0.6282,0.3554,-0.7124,1.4596,0.8909,-0.4467,0.4973,-0.9758,0.4549,-1.4307,-0.0171,-1.2688,-0.7598,1.0754,0.3201,-0.607,0.1775,-1.3919,0.504,-0.1278,1.0524,-0.2929,-0.5883,1.5556,1.3649,0.9727,-0.8921,0.93,-0.0611,-0.7549,0.0087,0.5465,-1.1604,0.4934,1.0879,-0.9494,0.1425
